faction,ability_id,name,unit_ids,flags,text
"chaos-space-marines","faithful-flock","Faithful Flock","dark-commune","","After being attached to a unit, this model has a 5+ invulnerable save."
"chaos-space-marines","fearsome-aura","Fearsome (Aura)","raptors;gellerpox-infected","","At battle shock test or at leadership test, until the end of the turn, subtract 1 from the Leadership characteristic of enemy units nearby."
"chaos-space-marines","feculent-despair-aura-psychic","Feculent Despair (Aura, Psychic)","sorcerer-on-palanquin-of-nurgle","","For the rest of the battle, subtract 1 from the Leadership characteristic of enemy units nearby."
"chaos-space-marines","feel-no-pain-5","Feel No Pain 5+","chaos-spawn;gellerpox-infected","","The unit has the Feel No Pain 5+ ability."
"chaos-space-marines","feel-no-pain-6","Feel No Pain 6+","defiler","","The unit has the Feel No Pain 6+ ability."
"chaos-space-marines","fiery-faith","Fiery Faith","cultist-firebrand","","While this model leads a unit, for the rest of the battle, modify the unit's Leadership characteristic."
"chaos-space-marines","fire-support","Fire Support","chaos-rhino","","During the Shooting phase, until the end of the phase, you can re-roll the Wound roll."
"chaos-space-marines","firing-deck-2","Firing Deck 2","chaos-rhino","","The unit gains the Firing Deck ability (2)."
"chaos-space-marines","flame-wreathed","Flame-wreathed","heldrake","","Until the end of the turn, the unit gains the Benefit of Cover ability."
"chaos-space-marines","flames-of-change-psychic","Flames of Change (Psychic)","sorcerer-on-disc-of-tzeentch","","After being attached to a unit, the unit's weapons gain [IGNORES COVER]."
"chaos-space-marines","fleet-command","Fleet Command","masters-of-the-maelstrom","","After deployment, if engagement state or if engagement state, the unit gains the Redeploy Heretic Astartes to Reserves ability."
"chaos-space-marines","fleshy-curse","Fleshy Curse","","","Until the end of the phase, each enemy unit within 12"" suffers D6 mortal wounds. / Applies to: units with Heretic Astartes, Psyker."
"chaos-space-marines","flying-horror","Flying Horror","heretic-astartes-daemon-prince-with-wings","","Enemy units nearby must take a Battle-shock test."
"chaos-space-marines","for-the-dark-gods","For the Dark Gods","cultist-mob","","The unit retains control of objective markers even after no models remain in range, until the enemy retakes them (sticky objectives)."
"chaos-space-marines","forge-fire-surge","Forge-Fire Surge","","","Until the end of the turn, the unit gains the Act After Move ability. / Applies to: units with Heretic Astartes."
"chaos-space-marines","formidably-resilient","Formidably Resilient","chaos-lord-in-terminator-armour","","Each time an attack targets the unit, halve the Damage of that attack."
"chaos-space-marines","fortification","Fortification","noctilith-crown","","During the Shooting phase, the attacking unit gets -1 to Hit rolls."
"chaos-space-marines","forwards-for-blood","Forwards, for Blood!","master-of-executions","","After being attached to a unit: /   -> You can re-roll the Advance roll. /   -> You can re-roll the Blood Surge roll."
"chaos-space-marines","frenzy","Frenzy","helbrute","","Modify the unit's characteristics."
"chaos-space-marines","froth-spattered-frenzy","Froth-spattered Frenzy","helbrute","","Add 2 to the unit's Attacks characteristic."
"chaos-space-marines","furious-onslaught","Furious Onslaught","forgefiend","","During the Shooting phase, you can re-roll the Hit roll."
"chaos-space-marines","gift-of-chaos-psychic","Gift of Chaos (Psychic)","sorcerer","","Your unit suffers d3 mortal wounds."
"chaos-space-marines","gift-of-poxes-psychic","Gift of Poxes (Psychic)","sorcerer-on-palanquin-of-nurgle","","After being attached to a unit, the unit's weapons gain [SUSTAINED HITS 1]."
"chaos-space-marines","glutton-for-punishment","Glutton for Punishment","maulerfiend","","While the unit is below its starting strength, while the unit is below half strength: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"chaos-space-marines","guns-blazing","Guns Blazing","cypher","","During the Shooting phase, the unit gains the Once Per Round Special ability."
"chaos-space-marines","hail-of-corrosive-disease","Hail of Corrosive Disease","chaos-predator-destructor","","During the Shooting phase, until the end of the phase, subtract 1 from the unit's Armour Penetration characteristic."
"chaos-space-marines","hamadrya-s-knowledge-psychic","Hamadrya’s Knowledge (Psychic)","huron-blackheart","","Once per battle, the unit has the Reactive Move ability."
"chaos-space-marines","head-taker","Head Taker","haarken-worldclaimer","","After being attached to a unit, your unit suffers 1 mortal wound."
"chaos-space-marines","heavy-weapons-team","HEAVY WEAPONS TEAM","renegade-heavy-weapons-squad","","This model gains the Special Embark Rule ability."
"chaos-space-marines","herald-of-the-apocalypse-aura","Herald of the Apocalypse (Aura)","haarken-worldclaimer","","While the unit is below its starting strength, enemy units nearby must take a Battle-shock test."
"chaos-space-marines","hover","Hover","heldrake","","Modify this model's Move characteristic to 20."
"chaos-space-marines","hovering-death","Hovering Death","greater-blight-drone","","The unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"chaos-space-marines","howling-horde","Howling Horde","accursed-cultists","","During the Shooting phase, in the opponent's turn, when destroyed by a ranged attack, if not an enemy unit is within engagement range, until the end of the phase, the unit has the Horde Move D6"" ability."
"chaos-space-marines","idol-of-blessed-blood","Idol of Blessed Blood","khorne-lord-of-skulls","","Modify the unit's characteristics."
"chaos-space-marines","indentured-daemon-engines","Indentured Daemon Engines","vashtorr-the-arkifane","","This model gains the Lone Operative ability."
"chaos-space-marines","infernal-fulgurite","Infernal Fulgurite","","","For the rest of the battle, this model gains the Stratagem for 0cp ability. / Applies to: units with Heretic Astartes (excluding Damned)."
"chaos-space-marines","infernal-regeneration","Infernal Regeneration","decimator","","Return 1 destroyed model to this model with full wounds."
"chaos-space-marines","infernal-speed","Infernal Speed","sorcerer-on-steed-of-slaanesh","","After being attached to a unit, modify the unit's Move characteristic to 14."
"chaos-space-marines","infernal-vigour","Infernal Vigour","","","Until the end of the phase, the unit gains the Heal Wounds ability. / Applies to: units with Heretic Astartes (excluding Khorne)."
"chaos-space-marines","infiltrators","Infiltrators","red-corsairs-raiders","","Once per battle, the unit has the Infiltrate ability."
"chaos-space-marines","interceptor","Interceptor","hell-blade","","During the Shooting phase, against A targets, the unit gets +1 to Hit rolls."
"chaos-space-marines","kharybdis-assault","Kharybdis Assault","kharybdis-assault-claw","","The unit has the Deep Strike ability."
"chaos-space-marines","leader","Leader","sorcerer-in-terminator-armour","","The unit gains the Leader ability."
"chaos-space-marines","lethal-ichor","Lethal Ichor","chaos-spawn","","During the Fight phase, your unit suffers 1 mortal wound."
"chaos-space-marines","lone-operative","Lone Operative","cypher","","This model can only be targeted if it is the closest eligible target or within 12""."
"chaos-space-marines","lord-of-badab-aura","Lord of Badab (Aura)","huron-blackheart","","The unit gets +1 to its Objective Control characteristic."
"chaos-space-marines","lord-of-chaos","Lord of Chaos","heretic-astartes-daemon-prince","","This model gains the Lone Operative ability."
"chaos-space-marines","lord-of-fate","Lord of Fate","chaos-lord-on-disc-of-tzeentch","","After being attached to a unit, the unit has the Feel No Pain 5+ ability."
"chaos-space-marines","malevolent-locus-aura","Malevolent Locus (Aura)","noctilith-crown","","Against heretic-astartes targets, for the rest of the battle, add 1 to the Leadership characteristic of friendly units nearby."
"chaos-space-marines","malign-cover","Malign Cover","noctilith-crown","","During the Shooting phase, the unit gains the Benefit of Cover ability."
"chaos-space-marines","malign-sacrifice","Malign Sacrifice","dark-apostle","","During the Fight phase, your unit suffers 1 mortal wound."
"chaos-space-marines","mark-of-the-soul-forges","Mark of the Soul Forges","","","This model gains the Critical Hit on ability. / Applies to: units with Heretic Astartes (excluding Damned)."
"chaos-space-marines","marked-by-fate-psychic","Marked by Fate (Psychic)","sorcerer-in-terminator-armour","","During the Shooting phase, until the end of the phase, the unit gets +1 to Hit rolls."
"chaos-space-marines","master-of-mechanisms","Master of Mechanisms","warpsmith","","Until your next Command phase, the unit gets +1 to Hit rolls."
"chaos-space-marines","masters-of-the-maelstrom","Masters of the Maelstrom","masters-of-the-maelstrom","","The unit gains the Forced Attachment ability."
"chaos-space-marines","meet-any-challenge","Meet Any Challenge","chaos-rhino","","The unit has the Reactive Move ability."
"chaos-space-marines","metalophagic-infection","Metalophagic Infection","chaos-predator-annihilator","","During the Shooting phase, your unit suffers d3 mortal wounds."
"chaos-space-marines","mind-breaking-mutations-aura","Mind-breaking Mutations (Aura)","chaos-spawn","","Modify the unit's characteristics."
"chaos-space-marines","mischief-makers-aura","Mischief Makers (Aura)","mutoid-vermin","","During the Fight phase, the attacking unit gets -1 to Hit rolls."
"chaos-space-marines","mutated-bodyguard","Mutated Bodyguard","traitor-enforcer","","The unit has the Feel No Pain 4+ ability."
"chaos-space-marines","ogryn-combat-stimms","Ogryn Combat Stimms","renegade-ogryn-brutes","","During the Fight phase, each time this model is destroyed, it can fight before being removed from play."
"chaos-space-marines","ogryns","OGRYNS","renegade-plague-ogryns","","This model gains the Special Embark Rule ability."
"chaos-space-marines","pact-of-cursed-pinions","Pact of Cursed Pinions","","","This model's weapons gain [DAEMON]. / Add 1 to this model's Attacks characteristic (melee). / Applies to: units with Chaos Lord with Jump Pack."
"chaos-space-marines","pact-of-destruction","Pact of Destruction","","","You can re-roll the Leadership roll. / When destroyed by a ranged attack, the unit gains the Heal Wounds ability. / Applies to: units with Warpsmith."
"chaos-space-marines","plough-through-the-enemy","Plough Through the Enemy","khorne-lord-of-skulls","","During the Fight phase, each time this model is destroyed, it can fight before being removed from play."
"chaos-space-marines","plunder","Plunder","masters-of-the-maelstrom","","Once per battle, the unit gains the Once Per Battle Special ability."
"chaos-space-marines","plunging-talons","Plunging Talons","","","Until the end of the phase, the unit's weapons gain [LANCE]. / Applies to: units with Heretic Astartes, Infantry, Fly."
"chaos-space-marines","portal-of-spite","Portal of Spite","","","Until the end of the phase, the unit gets +2 to Charge rolls. / Applies to: units with Heretic Astartes."
"chaos-space-marines","prescience-psychic","Prescience (Psychic)","sorcerer","","After being attached to a unit, the attacking unit gets -1 to Hit rolls."
"chaos-space-marines","prey-on-the-weak-raiders","Prey on the Weak","","","For the rest of the battle: / Against battle-shocked-or-below-half targets, you can re-roll a Hit roll of 1. / All friendly units get -1 to Hit rolls. / Applies to: units with Heretic Astartes, Infantry, Fly."
"chaos-space-marines","psychic-barrier-psychic","Psychic Barrier (Psychic)","rogue-psyker","","During the Shooting phase, until the end of the phase, your unit suffers d3 mortal wounds."
"chaos-space-marines","punishing-suppression","Punishing Suppression","chaos-predator-destructor","","During the Shooting phase, the attacking unit gets -1 to Hit rolls."
"chaos-space-marines","raider-s-due","Raider’s Due","red-corsairs-reave-captain","","You can re-roll the Charge roll."
"chaos-space-marines","rain-of-ruin","Rain of Ruin","","","For the rest of the battle, all friendly units' weapons gain [HEAVY]. / Applies to: units with Heretic Astartes."
"chaos-space-marines","raking-pass","Raking Pass","","","Until the end of the phase, the unit gains the Act After Move ability. / Applies to: units with Heretic Astartes, Infantry, Fly."
"chaos-space-marines","rapid-assault","Rapid Assault","chaos-bikers","","During the Fight phase, if the unit charged this turn, add 1 to the unit's Strength characteristic."
"chaos-space-marines","regenerating-monstrosities","Regenerating Monstrosities","chaos-spawn","","Return 3 destroyed models to this model with full wounds."
"chaos-space-marines","reorder-reality","Reorder Reality","vashtorr-the-arkifane","","Until the end of the phase, the attacking unit gets -1 to Hit rolls."
"chaos-space-marines","revolting-regeneration","Revolting Regeneration","chaos-lord-on-palanquin-of-nurgle","","Return D3 destroyed models to this model with full wounds."
"chaos-space-marines","ruinations-bounty","Ruination's Bounty","","","Until the end of the phase, the unit's weapons gain [LETHAL HITS] and [SUSTAINED HITS 1]. / Applies to: units with Heretic Astartes."
"chaos-space-marines","runes-of-the-blood-god","Runes of the Blood God","greater-brass-scorpion","","The unit has the Feel No Pain 4+ ability."
"chaos-space-marines","sacrificial-dagger","Sacrificial Dagger","master-of-possession","","Until the end of the phase: / The unit gets +1 to Hit rolls. / The unit gets +1 to Wound rolls. / Your unit suffers 1 mortal wound."
"chaos-space-marines","savage-exaltation","Savage Exaltation","maulerfiend","","During the Fight phase, while the unit is below its starting strength, while the unit is below half strength: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"chaos-space-marines","scouts-6","Scouts 6""","chaos-spawn","","Once per battle, the unit has the Scouts 6"" ability."
"chaos-space-marines","scouts-8","Scouts 8""","chaos-spawn","","Once per battle, the unit has the Scouts 8"" ability."
"chaos-space-marines","scuttling-gait","Scuttling Gait","blood-slaughterer","","Until the end of the phase, add 6 to the unit's Move characteristic."
"chaos-space-marines","scuttling-horrors","Scuttling Horrors","chaos-spawn","","The unit has the Reactive Move ability."
"chaos-space-marines","scuttling-walker","Scuttling Walker","defiler","","This model has the Move Over Terrain ability."
"chaos-space-marines","self-repair","Self Repair","chaos-rhino","","Return 1 destroyed model to this model with full wounds."
"chaos-space-marines","servants-of-the-abyss","SERVANTS OF THE ABYSS","negavolt-cultists","","After being attached to a unit, the unit gains the Attached Unit Eligibility ability."
"chaos-space-marines","shadowcowl-talisman","Shadowcowl Talisman","","","The unit has a 5+ invulnerable save. / Applies to: units with Chaos Lord with Jump Pack."
"chaos-space-marines","siege-crawler","Siege Crawler","maulerfiend","","Ignore modifiers the unit's All rolls."
"chaos-space-marines","siege-shield","Siege Shield","chaos-vindicator","","During the Shooting phase, this model gains the Target in Engagement ability."
"chaos-space-marines","siegebreaker-strike","Siegebreaker Strike","","","Until the end of the phase, the unit's weapons gain [IGNORES COVER]. / Applies to: units with Heretic Astartes."
"chaos-space-marines","snare-of-fire","Snare of Fire","","","Until the end of the phase, the unit has the Normal D3+3"" ability. / Applies to: units with Havocs."
"chaos-space-marines","snarling-protector","Snarling Protector","maulerfiend","","You can re-roll the Charge roll."
"chaos-space-marines","sorcerous-support","Sorcerous Support","chaos-rhino","","During the Shooting phase, until the end of the phase: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"chaos-space-marines","soul-eater","Soul Eater","venomcrawler","","During the Fight phase, add 1 to the unit's Attacks characteristic."
"chaos-space-marines","soul-forge-boons","Soul Forge Boons","","","For the rest of the battle: / All friendly units' weapons gain [DAEMON]. / All friendly units' weapons gain [SOUL FORGE]. / All friendly units have a 5+ invulnerable save. / Applies to: units with Heretic Astartes."
"chaos-space-marines","soul-tally-offering","Soul-Tally Offering","","","Against character-monster-or-vehicle targets, until the end of the phase, you can re-roll the Wound roll. / Applies to: units with Soul Forge."
"chaos-space-marines","spirit-thief","Spirit Thief","lord-discordant-on-helstalker","","During the Shooting phase, until the end of the phase, you can re-roll a Wound roll of 1."
"chaos-space-marines","stabilisation-talons","Stabilisation Talons","havocs","","Ignore modifiers the unit's All rolls."
"chaos-space-marines","stealth","Stealth","nemesis-claw","","The attacking unit gets -1 to Hit rolls."
"chaos-space-marines","super-heavy-walker","Super-heavy Walker","kytan-ravager","","This model gains the Super Heavy Walker ability."
"chaos-space-marines","super-heavy-war-engine","Super-heavy War Engine","khorne-lord-of-skulls","","Modify the unit's characteristics."
"chaos-space-marines","supreme-commander","Supreme Commander","abaddon-the-despoiler","","This model must be your Warlord."
"chaos-space-marines","surgeon-acolyte","Surgeon Acolyte","fabius-bile","","Each time an attack targets this model, reduce the Damage of that attack to 0."
"chaos-space-marines","swift-assault","Swift Assault","chaos-lord-on-bike","","After being attached to a unit, the unit's weapons gain [ASSAULT]."
"chaos-space-marines","terrifying-assault","Terrifying Assault","raptors","","During the Fight phase, enemy units nearby must take a Battle-shock test."
"chaos-space-marines","the-scent-of-blood","The Scent of Blood","maulerfiend","","Modify the unit's characteristics."
"chaos-space-marines","thunderhawk-cluster-bombs","Thunderhawk Cluster Bombs","chaos-thunderhawk","","Your unit suffers 1 mortal wound."
"chaos-space-marines","to-slake-its-rage","To Slake its Rage","chaos-spawn","","The unit gains the Charge After Advance ability."
"chaos-space-marines","touch-of-the-arkifane","Touch of the Arkifane","","","Until the end of the phase, the unit gains the Dark Pact Both Abilities ability. / Applies to: units with Heretic Astartes (excluding Damned)."
"chaos-space-marines","touched-by-the-warp","Touched by the Warp","","","This model's weapons gain [PSYKER]. / This model's weapons gain [PSYCHIC]. / Applies to: units with Heretic Astartes (excluding Khorne)."
"chaos-space-marines","trophy-taker","Trophy Taker","master-of-executions","","You gain 1CP."
"chaos-space-marines","trophy-takers","Trophy Takers","red-corsairs-raiders","","The unit gets +1 to its Objective Control characteristic."
"chaos-space-marines","twisted-defence-force","Twisted Defence Force","traitor-guardsmen-squad","","During the Shooting phase, the unit gains the Benefit of Cover ability."
"chaos-space-marines","twisted-sorceries-psychic","Twisted Sorceries (Psychic)","sorcerer","","During the Fight phase, until the end of the phase, add 1 to the unit's Strength characteristic."
"chaos-space-marines","tzagulla","Tzagulla","","","Add 1 to this model's Attacks characteristic. / Add 1 to this model's Strength characteristic. / Add 1 to this model's Armour Penetration characteristic. / When it arrives from Reserves, add 1 to this model's Damage characteristic. / Applies to: units with Heretic Astartes."
"chaos-space-marines","undying-hatred-devotees","Undying Hatred","","","Until the end of the phase, the unit gets -1 to Wound rolls. / Applies to: units with Heretic Astartes."
"chaos-space-marines","unholy-bloodshed","Unholy Bloodshed","possessed","","Until the end of the phase, the unit's weapons gain [DEVASTATING WOUNDS]."
"chaos-space-marines","unholy-fortitude","Unholy Fortitude","","","Until the end of the phase, add 1 to the unit's Toughness characteristic. / Applies to: units with Soul Forge."
"chaos-space-marines","unholy-mechanisms-aura","Unholy Mechanisms (Aura)","vashtorr-the-arkifane","","Add 2 to the unit's Strength characteristic."
"chaos-space-marines","unholy-power","Unholy Power","sorcerer-on-bike","","Until the end of the phase, the unit gets +1 to Wound rolls."
"chaos-space-marines","unleash-wrath","Unleash Wrath","defiler","","This model gains the Reactive Overwatch ability."
"chaos-space-marines","veterans-of-the-long-war","Veterans of the Long War","legionaries","","During the Fight phase, you can re-roll a Wound roll of 1."
"chaos-space-marines","visions-of-suffering-psychic","Visions of Suffering (Psychic)","nemesis-claw","","While the unit is below its starting strength, while the unit is below half strength: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"chaos-space-marines","voice-eater","Voice Eater","nemesis-claw","","This model gains the Target in Engagement ability."
"chaos-space-marines","voltagheist-field","Voltagheist Field","negavolt-cultists","","Your unit suffers 1 mortal wound."
"chaos-space-marines","wall-of-muscle","Wall of Muscle","renegade-plague-ogryns","","Each time an attack targets the unit, reduce the Damage of that attack by 1."
"chaos-space-marines","warmaster","Warmaster","abaddon-the-despoiler","","During the Command phase, in either player's turn, until the end of the battle round, this model gains the Warmaster Selection ability."
"chaos-space-marines","warp-flicker","Warp Flicker","","","Until the end of the turn, the unit gains the Act After Move ability. / Applies to: units with Heretic Astartes."
"chaos-space-marines","warp-portals","Warp Portals","","","For the rest of the battle, all friendly units gain the Redeploy to Reserves ability. / Applies to: units with Heretic Astartes."
"chaos-space-marines","warp-rift-firepower","Warp Rift Firepower","obliterators","","During the Shooting phase, until the end of the phase, the unit's weapons gain [INDIRECT FIRE]."
"chaos-space-marines","warp-sighted-butcher","Warp-sighted Butcher","master-of-executions","","During the Fight phase, while the unit is below its starting strength, while the unit is below half strength, after being attached to a unit, against A targets: /   -> You can re-roll the Hit roll. /   -> You can re-roll the Wound roll."
"chaos-space-marines","warp-strike","Warp Strike","warp-talons","","During the Fight phase, at the end of the phase, if 1+ enemy units destroyed this phase, unless while an enemy unit is within engagement range, for the rest of the battle, this model gains the Place Into Strategic Reserves ability."
"chaos-space-marines","warp-tainted","Warp-Tainted","","","For the rest of the battle, the objective is marked as held. / Applies to: units with Heretic Astartes."
"chaos-space-marines","warp-twisted-terrors","Warp-Twisted Terrors","","","Until the end of the phase, enemy units within 9"" must take a Battle-shock test. / Applies to: units with Warp Talons."
"chaos-space-marines","warped-interference-psychic","Warped Interference (Psychic)","sorcerer","","During the Shooting phase, after being attached to a unit, the unit gains the Benefit of Cover ability."
"chaos-space-marines","warpsmith","Warpsmith","warpsmith","","This model gains the Lone Operative ability."
"chaos-space-marines","warptime-psychic","Warptime (Psychic)","sorcerer-in-terminator-armour","","After being attached to a unit, you can re-roll the Charge roll."
"chaos-space-marines","wracking-agonies-psychic","Wracking Agonies (Psychic)","sorcerer","","Modify the unit's characteristics."
"chaos-space-marines","wreathed-in-warpflame","Wreathed in Warpflame","","","Until the end of the phase, the unit's weapons gain [IGNORES COVER]. / Applies to: units with Heretic Astartes, Psyker."
"chaos-space-marines","wyredjinn","Wyredjinn","","","During the Command phase, for the rest of the battle: /   -> Roll one D6: on a 4+, you gain 1CP. / Applies to: units with Heretic Astartes (excluding Damned)."
"death-guard","aggravus-spasms","Aggravus Spasms","","","Until the end of the turn, all enemy units gain the Detection Range Modifier ability. / Applies to: units with Death Guard, Character."
"death-guard","annihilator","Annihilator","chaos-predator-annihilator","","During the Shooting phase, you can re-roll the Damage roll."
"death-guard","assault-ramp","Assault Ramp","chaos-land-raider","","The unit gains the Transport Disembark Modifier ability."
"death-guard","assault-vehicle","Assault Vehicle","chaos-rhino","","The unit gains the Transport Disembark Modifier ability."
"death-guard","barrage-of-filth","Barrage of Filth","defiler","","During the Shooting phase, until the end of the phase, the unit gains the Benefit of Cover ability."
"death-guard","blessed-icon-of-disease","Blessed Icon of Disease","icon-bearer","","Once per battle, the unit gains the Once Per Battle Special ability."
"death-guard","blight-bombardment","Blight Bombardment","lord-of-virulence","","During the Shooting phase, until the end of the phase, you can re-roll a Hit roll of 1."
"death-guard","blinding-spray","Blinding Spray","foul-blightspawn","","During the Fight phase, until the end of the phase, the unit has the Fights First ability."
"death-guard","blistering-fusillade","Blistering Fusillade","blightlord-terminators","","During the Shooting phase, after being attached to a unit, against AFFLICTED targets, subtract 1 from the unit's Armour Penetration characteristic."
"death-guard","blood-hungry-annihilator","Blood-hungry Annihilator","chaos-predator-annihilator","","During the Shooting phase: /   -> You can re-roll the Wound roll. /   -> You can re-roll the Damage roll."
"death-guard","bloodrust-deluge","Bloodrust Deluge","","","Until the end of the phase, the unit is marked as afflicted. / Applies to: units with Contagion Engine."
"death-guard","curse-of-the-walking-pox","Curse of the Walking Pox","poxwalkers","","After unit resolves attacks, unless against MONSTER targets, unless against VEHICLE targets, when destroyed by a melee attack or if the unit has the TYPHUS keyword, when destroyed by a eater-plague attack, until the end of the phase, return 1 destroyed model to this model with full wounds."
"death-guard","daemonforge","Daemonforge","defiler","","Modify the unit's characteristics."
"death-guard","dark-ascension-aura","Dark Ascension (Aura)","helbrute","","Modify the unit's characteristics."
"death-guard","deadly-demise-1","Deadly Demise 1","chaos-spawn","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers 1 mortal wound."
"death-guard","deadly-demise-d3","Deadly Demise D3","defiler","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D3 mortal wounds."
"death-guard","deadly-demise-d6","Deadly Demise D6","mortarion","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D6 mortal wounds."
"death-guard","death-approaches","Death Approaches","deathshroud-terminators","","When it is set up by Deep Strike, for the rest of the battle, this model has the Deep Strike ability."
"death-guard","death-guard-defenders","Death Guard Defenders","daemon-prince-of-nurgle","","This model gains the Lone Operative ability."
"death-guard","deep-strike","Deep Strike","lord-of-contagion","","The unit has the Deep Strike ability."
"death-guard","destroyer-hive","Destroyer Hive","typhus","","During the Fight phase, after being attached to a unit, the attacking unit gets -1 to Hit rolls."
"death-guard","destroyer-of-futures","Destroyer of Futures","defiler","","The unit gets -5 to Hit rolls (overwatch)."
"death-guard","destructor","Destructor","chaos-predator-destructor","","During the Shooting phase, subtract 1 from the unit's Armour Penetration characteristic."
"death-guard","devoted-to-destruction","Devoted to Destruction","helbrute","","Add 2 to the unit's Attacks characteristic."
"death-guard","diseased-cover","Diseased Cover","miasmic-malignifier","","During the Shooting phase, the unit gains the Benefit of Cover ability."
"death-guard","diseased-icon","Diseased Icon","death-guard-possessed","","The unit's weapons gain [LETHAL HITS]."
"death-guard","diseased-malice","Diseased Malice","helbrute","","Against AFFLICTED targets, the unit gets +1 to Wound rolls."
"death-guard","droning-horror","Droning Horror","","","Until the end of the phase: / You can re-roll a Hit roll of 1. / You can re-roll a Wound roll of 1. / Applies to: units with Plague Marines."
"death-guard","eater-plague-psychic","Eater Plague (Psychic)","typhus","","During the Shooting phase, your unit suffers d3 mortal wounds."
"death-guard","enfeebling-miasma","Enfeebling Miasma","daemon-prince-of-nurgle-with-wings","","Unless against MONSTER targets, unless against VEHICLE targets: /   -> Enemy units nearby gain the Forced Desperate Escape on Fall Back ability. /   -> While the unit is Battle-shocked, subtract 1 from the Desperate Escape test of enemy units nearby."
"death-guard","ensorcelled-annihilation","Ensorcelled Annihilation","chaos-predator-annihilator","","During the Shooting phase: /   -> You can re-roll the Hit roll. /   -> You can re-roll the Damage roll."
"death-guard","ensorcelled-destruction","Ensorcelled Destruction","chaos-predator-destructor","","During the Shooting phase, against A targets, subtract 1 from the unit's Armour Penetration characteristic."
"death-guard","explosive-blight","Explosive Blight","foetid-bloat-drone-with-heavy-blight-launcher","","During the Shooting phase, until the end of the turn, when destroyed by a ranged attack, against AFFLICTED targets, roll one D6: on a 4+, enemy units nearby's weapons gain [AFFLICTED]; unless against AFFLICTED targets, roll one D6: on a 5+, enemy units nearby's weapons gain [AFFLICTED]."
"death-guard","extraction-of-fresh-disease","Extraction of Fresh Disease","biologus-putrifier","","During the Fight phase, the unit gets +6 to its Objective Control characteristic."
"death-guard","eye-of-the-swarm","Eye of the Swarm","","","Until the end of the phase, the unit's weapons gain [CLOSE QUARTERS]. / Applies to: units with Plague Marines."
"death-guard","feel-no-pain-5","Feel No Pain 5+","chaos-spawn","","The unit has the Feel No Pain 5+ ability."
"death-guard","feel-no-pain-6","Feel No Pain 6+","defiler","","The unit has the Feel No Pain 6+ ability."
"death-guard","fevered-strategist","Fevered Strategist","daemon-prince-of-nurgle","","Once per battle, you can use one Stratagem on this model for 0CP."
"death-guard","fire-support","Fire Support","chaos-rhino","","During the Shooting phase, until the end of the phase, you can re-roll the Wound roll."
"death-guard","firing-deck-2","Firing Deck 2","chaos-rhino","","The unit gains the Firing Deck ability (2)."
"death-guard","fortification","Fortification","miasmic-malignifier","","During the Shooting phase, the attacking unit gets -1 to Hit rolls."
"death-guard","foul-infusion","Foul Infusion","biologus-putrifier","","After being attached to a unit, the unit's weapons gain [LETHAL HITS]."
"death-guard","frenzy","Frenzy","helbrute","","Modify the unit's characteristics."
"death-guard","fresh-vectors","Fresh Vectors","","","Until the end of the phase, you can re-roll a Wound roll of 1. / Applies to: units with Contagion Engine."
"death-guard","froth-spattered-frenzy","Froth-spattered Frenzy","helbrute","","Add 2 to the unit's Attacks characteristic."
"death-guard","gift-of-contagion-psychic","Gift of Contagion (Psychic)","malignant-plaguecaster","","After being attached to a unit, against A targets, the unit's weapons gain [SUSTAINED HITS 1]."
"death-guard","gift-of-poxes","Gift of Poxes","lord-of-poxes","","This model has the Contagion Range 3"" ability."
"death-guard","hail-of-corrosive-disease","Hail of Corrosive Disease","chaos-predator-destructor","","During the Shooting phase, until the end of the phase, subtract 1 from the unit's Armour Penetration characteristic."
"death-guard","horrifying-visage","Horrifying Visage","daemon-prince-of-nurgle-with-wings","","Enemy units nearby must take a Battle-shock test."
"death-guard","host-of-plagues","Host of Plagues","mortarion","","Your unit suffers d3 mortal wounds."
"death-guard","host-of-the-hybridised-pox","Host of the Hybridised Pox","","","For the rest of the battle, enemy units nearby gain the Apply Additional Plague ability. / Applies to: units with Death Guard, Infantry."
"death-guard","hovering-death","Hovering Death","foetid-bloat-drone","","The unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"death-guard","hypervirulent-strains","Hypervirulent Strains","","","For the rest of the battle, all friendly units gain the Contagion Range Modifier ability. / Applies to: units with Death Guard, Character."
"death-guard","icon-of-despair-aura","Icon of Despair (Aura)","plague-marines","","Subtract 1 from the Leadership characteristic of enemy units nearby."
"death-guard","infectious-bloodshed","Infectious Bloodshed","death-guard-possessed","","Until the end of the turn, the unit's weapons gain [SUSTAINED HITS 1]."
"death-guard","infiltrators","Infiltrators","poxwalkers","","Once per battle, the unit has the Infiltrate ability."
